Retailer,Retailer ID,Invoice Date,Day,Month,Year,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
West Gear,1185732,2021-04-21 00:00:00,21,4,2021,Northeast,Maryland,Baltimore,Women's Street Footwear,25.000000000000007,125,31250.000000000007,10937.500000000002,0.35
West Gear,1185732,2021-04-21 00:00:00,21,4,2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,30.0,50,15000.0,5250.0,0.35
West Gear,1185732,2021-04-21 00:00:00,21,4,2021,Northeast,Maryland,Baltimore,Men's Apparel,45.0,50,22500.0,6750.0,0.3
West Gear,1185732,2021-04-21 00:00:00,21,4,2021,Northeast,Maryland,Baltimore,Women's Apparel,35.0,200,70000.0,21000.0,0.3
West Gear,1185732,2021-05-20 00:00:00,20,5,2021,Northeast,Maryland,Baltimore,Men's Street Footwear,49.99999999999999,470,235000.0,94000.0,0.4
West Gear,1185732,2021-05-20 00:00:00,20,5,2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45.0,175,78750.0,27562.5,0.35
West Gear,1185732,2021-05-20 00:00:00,20,5,2021,Northeast,Maryland,Baltimore,Women's Street Footwear,40.0,150,60000.0,21000.0,0.35
West Gear,1185732,2021-05-20 00:00:00,20,5,2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,40.0,100,40000.0,14000.0,0.35
West Gear,1185732,2021-05-20 00:00:00,20,5,2021,Northeast,Maryland,Baltimore,Men's Apparel,49.99999999999999,125,62499.99999999999,18750.0,0.3
West Gear,1185732,2021-05-20 00:00:00,20,5,2021,Northeast,Maryland,Baltimore,Women's Apparel,54.99999999999999,250,137499.99999999997,41249.99999999999,0.3
West Gear,1185732,2021-06-22 00:00:00,22,6,2021,Northeast,Maryland,Baltimore,Men's Street Footwear,49.99999999999999,500,250000.0,100000.0,0.4
West Gear,1185732,2021-06-22 00:00:00,22,6,2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45.0,250,112500.0,39375.0,0.35
Foot Locker,1185732,2021-06-22 00:00:00,22,6,2021,Northeast,Maryland,Baltimore,Women's Street Footwear,40.0,175,70000.0,24500.0,0.35
Foot Locker,1185732,2021-06-22 00:00:00,22,6,2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,40.0,150,60000.0,21000.0,0.35
Foot Locker,1185732,2021-06-22 00:00:00,22,6,2021,Northeast,Maryland,Baltimore,Men's Apparel,49.99999999999999,150,74999.99999999999,22500.0,0.3
Foot Locker,1185732,2021-06-22 00:00:00,22,6,2021,Northeast,Maryland,Baltimore,Women's Apparel,54.99999999999999,300,164999.99999999997,49499.99999999999,0.3
Foot Locker,1185732,2021-07-20 00:00:00,20,7,2021,Northeast,Maryland,Baltimore,Men's Street Footwear,49.99999999999999,525,262499.99999999994,105000.0,0.4
Sports Direct,1185732,2021-07-20 00:00:00,20,7,2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45.0,275,123750.0,43312.5,0.35
Sports Direct,1185732,2021-07-20 00:00:00,20,7,2021,Northeast,Maryland,Baltimore,Women's Street Footwear,40.0,200,80000.0,28000.0,0.35
Sports Direct,1185732,2021-07-20 00:00:00,20,7,2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,40.0,150,60000.0,21000.0,0.35
Sports Direct,1185732,2021-07-20 00:00:00,20,7,2021,Northeast,Maryland,Baltimore,Men's Apparel,49.99999999999999,175,87499.99999999999,26250.0,0.3
Sports Direct,1185732,2021-07-20 00:00:00,20,7,2021,Northeast,Maryland,Baltimore,Women's Apparel,54.99999999999999,350,192500.0,57749.99999999999,0.3
Sports Direct,1185732,2021-08-21 00:00:00,21,8,2021,Northeast,Maryland,Baltimore,Men's Street Footwear,49.99999999999999,500,250000.0,100000.0,0.4
Sports Direct,1185732,2021-08-21 00:00:00,21,8,2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45.0,275,123750.0,43312.5,0.35
Sports Direct,1185732,2021-08-21 00:00:00,21,8,2021,Northeast,Maryland,Baltimore,Women's Street Footwear,40.0,200,80000.0,28000.0,0.35
Sports Direct,1185732,2021-08-21 00:00:00,21,8,2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,40.0,150,60000.0,21000.0,0.35
Sports Direct,1185732,2021-08-21 00:00:00,21,8,2021,Northeast,Maryland,Baltimore,Men's Apparel,49.99999999999999,125,62499.99999999999,18750.0,0.3
Sports Direct,1185732,2021-08-21 00:00:00,21,8,2021,Northeast,Maryland,Baltimore,Women's Apparel,54.99999999999999,300,164999.99999999997,49499.99999999999,0.3
Sports Direct,1185732,2021-09-20 00:00:00,20,9,2021,Northeast,Maryland,Baltimore,Men's Street Footwear,49.99999999999999,425,212500.0,85000.0,0.4
Sports Direct,1185732,2021-09-20 00:00:00,20,9,2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45.0,225,101250.0,35437.5,0.35
Sports Direct,1185732,2021-09-20 00:00:00,20,9,2021,Northeast,Maryland,Baltimore,Women's Street Footwear,40.0,125,50000.0,17500.0,0.35
Sports Direct,1185732,2021-09-20 00:00:00,20,9,2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,40.0,100,40000.0,14000.0,0.35
Sports Direct,1185732,2021-09-20 00:00:00,20,9,2021,Northeast,Maryland,Baltimore,Men's Apparel,49.99999999999999,100,49999.99999999999,14999.999999999996,0.3
Sports Direct,1185732,2021-09-20 00:00:00,20,9,2021,Northeast,Maryland,Baltimore,Women's Apparel,54.99999999999999,200,110000.0,32999.99999999999,0.3
Sports Direct,1185732,2021-10-22 00:00:00,22,10,2021,Northeast,Maryland,Baltimore,Men's Street Footwear,54.99999999999999,375,206250.0,82500.0,0.4
Sports Direct,1185732,2021-10-22 00:00:00,22,10,2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,50.0,200,100000.0,35000.0,0.35
Sports Direct,1185732,2021-10-22 00:00:00,22,10,2021,Northeast,Maryland,Baltimore,Women's Street Footwear,50.0,100,50000.0,17500.0,0.35
Foot Locker,1185732,2021-10-22 00:00:00,22,10,2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,50.0,75,37500.0,13125.0,0.35
Foot Locker,1185732,2021-10-22 00:00:00,22,10,2021,Northeast,Maryland,Baltimore,Men's Apparel,60.0,75,45000.0,13500.0,0.3
Foot Locker,1185732,2021-10-22 00:00:00,22,10,2021,Northeast,Maryland,Baltimore,Women's Apparel,64.99999999999999,200,129999.99999999996,38999.99999999999,0.3
Foot Locker,1185732,2021-11-21 00:00:00,21,11,2021,Northeast,Maryland,Baltimore,Men's Street Footwear,60.0,350,210000.0,84000.0,0.4
Foot Locker,1185732,2021-11-21 00:00:00,21,11,2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,50.0,175,87500.0,30625.0,0.35
Foot Locker,1185732,2021-11-21 00:00:00,21,11,2021,Northeast,Maryland,Baltimore,Women's Street Footwear,50.0,170,85000.0,29750.0,0.35
Foot Locker,1185732,2021-11-21 00:00:00,21,11,2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,50.0,150,75000.0,26250.0,0.35
Foot Locker,1185732,2021-11-21 00:00:00,21,11,2021,Northeast,Maryland,Baltimore,Men's Apparel,60.0,125,75000.0,22500.0,0.3
Foot Locker,1185732,2021-11-21 00:00:00,21,11,2021,Northeast,Maryland,Baltimore,Women's Apparel,64.99999999999999,225,146249.99999999997,43874.99999999999,0.3
Foot Locker,1185732,2021-12-20 00:00:00,20,12,2021,Northeast,Maryland,Baltimore,Men's Street Footwear,60.0,450,270000.0,108000.0,0.4
Foot Locker,1185732,2021-12-20 00:00:00,20,12,2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,50.0,250,125000.0,43750.0,0.35
Foot Locker,1185732,2021-12-20 00:00:00,20,12,2021,Northeast,Maryland,Baltimore,Women's Street Footwear,50.0,225,112500.0,39375.0,0.35
Foot Locker,1185732,2021-12-20 00:00:00,20,12,2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,50.0,175,87500.0,30625.0,0.35
Foot Locker,1185732,2021-12-20 00:00:00,20,12,2021,Northeast,Maryland,Baltimore,Men's Apparel,60.0,175,105000.0,31500.0,0.3
Foot Locker,1185732,2021-12-20 00:00:00,20,12,2021,Northeast,Maryland,Baltimore,Women's Apparel,64.99999999999999,275,178749.99999999997,53624.99999999999,0.3
Foot Locker,1185732,2021-01-17 00:00:00,17,1,2021,Northeast,Maryland,Baltimore,Men's Street Footwear,40.0,525,210000.0,73500.0,0.35
Foot Locker,1185732,2021-01-17 00:00:00,17,1,2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,40.0,325,130000.0,45500.0,0.35
Foot Locker,1185732,2021-01-17 00:00:00,17,1,2021,Northeast,Maryland,Baltimore,Women's Street Footwear,30.000000000000004,325,97500.0,39000.00000000001,0.4
Foot Locker,1185732,2021-01-17 00:00:00,17,1,2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,35.0,175,61250.0,24500.0,0.4
Foot Locker,1185732,2021-01-17 00:00:00,17,1,2021,Northeast,Maryland,Baltimore,Men's Apparel,50.0,225,112500.0,33750.0,0.3
Foot Locker,1185732,2021-01-17 00:00:00,17,1,2021,Northeast,Maryland,Baltimore,Women's Apparel,40.0,325,130000.0,52000.0,0.4
Foot Locker,1185732,2021-02-15 00:00:00,15,2,2021,Northeast,Maryland,Baltimore,Men's Street Footwear,40.0,575,230000.0,80500.0,0.35
Foot Locker,1185732,2021-02-15 00:00:00,15,2,2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,40.0,225,90000.0,31500.0,0.35
Foot Locker,1185732,2021-02-15 00:00:00,15,2,2021,Northeast,Maryland,Baltimore,Women's Street Footwear,30.000000000000004,275,82500.00000000001,33000.00000000001,0.4
Foot Locker,1185732,2021-02-15 00:00:00,15,2,2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,35.0,150,52500.0,21000.0,0.4
Foot Locker,1185732,2021-02-15 00:00:00,15,2,2021,Northeast,Delaware,Wilmington,Men's Apparel,50.0,225,112500.0,33750.0,0.3
Foot Locker,1185732,2021-02-15 00:00:00,15,2,2021,Northeast,Delaware,Wilmington,Women's Apparel,40.0,325,130000.0,52000.0,0.4
Foot Locker,1185732,2021-03-13 00:00:00,13,3,2021,Northeast,Delaware,Wilmington,Men's Street Footwear,40.0,545,218000.0,76300.0,0.35
Foot Locker,1185732,2021-03-13 00:00:00,13,3,2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,40.0,250,100000.0,35000.0,0.35
Foot Locker,1185732,2021-03-13 00:00:00,13,3,2021,Northeast,Delaware,Wilmington,Women's Street Footwear,30.000000000000004,275,82500.00000000001,33000.00000000001,0.4
Foot Locker,1185732,2021-03-13 00:00:00,13,3,2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,35.0,125,43750.0,17500.0,0.4
Foot Locker,1185732,2021-03-13 00:00:00,13,3,2021,Northeast,Delaware,Wilmington,Men's Apparel,50.0,175,87500.0,26250.0,0.3
Foot Locker,1185732,2021-03-13 00:00:00,13,3,2021,Northeast,Delaware,Wilmington,Women's Apparel,40.0,275,110000.0,44000.0,0.4
Foot Locker,1185732,2021-04-14 00:00:00,14,4,2021,Northeast,Delaware,Wilmington,Men's Street Footwear,40.0,525,210000.0,73500.0,0.35
Foot Locker,1185732,2021-04-14 00:00:00,14,4,2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,40.0,225,90000.0,31500.0,0.35
Foot Locker,1185732,2021-04-14 00:00:00,14,4,2021,Northeast,Delaware,Wilmington,Women's Street Footwear,30.000000000000004,225,67500.00000000001,27000.000000000007,0.4
Foot Locker,1185732,2021-04-14 00:00:00,14,4,2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,35.0,150,52500.0,21000.0,0.4
Foot Locker,1185732,2021-04-14 00:00:00,14,4,2021,Northeast,Delaware,Wilmington,Men's Apparel,50.0,150,75000.0,22500.0,0.3
Foot Locker,1185732,2021-04-14 00:00:00,14,4,2021,Northeast,Delaware,Wilmington,Women's Apparel,40.0,300,120000.0,48000.0,0.4
Foot Locker,1185732,2021-05-13 00:00:00,13,5,2021,Northeast,Delaware,Wilmington,Men's Street Footwear,54.99999999999999,570,313499.99999999994,109724.99999999996,0.35
Foot Locker,1185732,2021-05-13 00:00:00,13,5,2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,50.0,275,137500.0,48125.0,0.35
Foot Locker,1185732,2021-05-13 00:00:00,13,5,2021,Northeast,Delaware,Wilmington,Women's Street Footwear,45.0,300,135000.0,54000.0,0.4
Foot Locker,1185732,2021-05-13 00:00:00,13,5,2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,45.0,250,112500.0,45000.0,0.4
Foot Locker,1185732,2021-05-13 00:00:00,13,5,2021,Northeast,Delaware,Wilmington,Men's Apparel,54.99999999999999,275,151249.99999999997,45374.99999999999,0.3
Foot Locker,1185732,2021-05-13 00:00:00,13,5,2021,Northeast,Delaware,Wilmington,Women's Apparel,60.0,400,240000.0,96000.0,0.4
Foot Locker,1185732,2021-06-15 00:00:00,15,6,2021,Northeast,Delaware,Wilmington,Men's Street Footwear,54.99999999999999,650,357499.99999999994,125124.99999999996,0.35
Foot Locker,1185732,2021-06-15 00:00:00,15,6,2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,50.0,400,200000.0,70000.0,0.35
Foot Locker,1185732,2021-06-15 00:00:00,15,6,2021,Northeast,Delaware,Wilmington,Women's Street Footwear,45.0,325,146250.0,58500.0,0.4
Foot Locker,1185732,2021-06-15 00:00:00,15,6,2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,45.0,300,135000.0,54000.0,0.4
Foot Locker,1185732,2021-06-15 00:00:00,15,6,2021,Northeast,Delaware,Wilmington,Men's Apparel,54.99999999999999,300,164999.99999999997,49499.99999999999,0.3
Foot Locker,1185732,2021-06-15 00:00:00,15,6,2021,Northeast,Delaware,Wilmington,Women's Apparel,60.0,450,270000.0,108000.0,0.4
Foot Locker,1185732,2021-07-13 00:00:00,13,7,2021,Northeast,Delaware,Wilmington,Men's Street Footwear,54.99999999999999,675,371250.0,129937.49999999996,0.35
Foot Locker,1185732,2021-07-13 00:00:00,13,7,2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,50.0,425,212500.0,74375.0,0.35
Foot Locker,1185732,2021-07-13 00:00:00,13,7,2021,Northeast,Delaware,Wilmington,Women's Street Footwear,45.0,350,157500.0,63000.0,0.4
Foot Locker,1185732,2021-07-13 00:00:00,13,7,2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,45.0,300,135000.0,54000.0,0.4
Foot Locker,1185732,2021-07-13 00:00:00,13,7,2021,Northeast,Delaware,Wilmington,Men's Apparel,54.99999999999999,325,178749.99999999997,53624.99999999999,0.3
Foot Locker,1185732,2021-07-13 00:00:00,13,7,2021,Northeast,Delaware,Wilmington,Women's Apparel,60.0,500,300000.0,120000.0,0.4
Foot Locker,1185732,2021-08-14 00:00:00,14,8,2021,Northeast,Delaware,Wilmington,Men's Street Footwear,54.99999999999999,650,357499.99999999994,125124.99999999996,0.35
Foot Locker,1185732,2021-08-14 00:00:00,14,8,2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,50.0,425,212500.0,74375.0,0.35
Foot Locker,1185732,2021-08-14 00:00:00,14,8,2021,Northeast,Delaware,Wilmington,Women's Street Footwear,45.0,350,157500.0,63000.0,0.4
Foot Locker,1185732,2021-08-14 00:00:00,14,8,2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,45.0,250,112500.0,45000.0,0.4
Foot Locker,1185732,2021-08-14 00:00:00,14,8,2021,Northeast,Delaware,Wilmington,Men's Apparel,54.99999999999999,225,123750.0,37124.99999999999,0.3
Foot Locker,1185732,2021-08-14 00:00:00,14,8,2021,Northeast,Delaware,Wilmington,Women's Apparel,60.0,400,240000.0,96000.0,0.4
Foot Locker,1185732,2021-09-13 00:00:00,13,9,2021,Northeast,Delaware,Wilmington,Men's Street Footwear,54.99999999999999,525,288749.99999999994,101062.49999999996,0.35
Foot Locker,1185732,2021-09-13 00:00:00,13,9,2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,50.0,325,162500.0,56875.0,0.35
Foot Locker,1185732,2021-09-13 00:00:00,13,9,2021,Northeast,Delaware,Wilmington,Women's Street Footwear,45.0,225,101250.0,40500.0,0.4
Foot Locker,1185732,2021-09-13 00:00:00,13,9,2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,45.0,200,90000.0,36000.0,0.4
Foot Locker,1185732,2021-09-13 00:00:00,13,9,2021,Northeast,Delaware,Wilmington,Men's Apparel,54.99999999999999,200,110000.0,32999.99999999999,0.3
Foot Locker,1185732,2021-09-13 00:00:00,13,9,2021,Northeast,Delaware,Wilmington,Women's Apparel,60.0,300,180000.0,72000.0,0.4
Foot Locker,1185732,2021-10-15 00:00:00,15,10,2021,Northeast,Delaware,Wilmington,Men's Street Footwear,60.0,475,285000.0,99750.0,0.35
Foot Locker,1185732,2021-10-15 00:00:00,15,10,2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,55.00000000000001,300,165000.00000000003,57750.00000000001,0.35
Foot Locker,1185732,2021-10-15 00:00:00,15,10,2021,Northeast,Delaware,Wilmington,Women's Street Footwear,55.00000000000001,200,110000.0,44000.00000000001,0.4
Foot Locker,1185732,2021-10-15 00:00:00,15,10,2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,55.00000000000001,175,96250.0,38500.00000000001,0.4
Foot Locker,1185732,2021-10-15 00:00:00,15,10,2021,Northeast,Delaware,Wilmington,Men's Apparel,65.0,175,113750.0,34125.0,0.3
Kohl's,1185732,2021-10-15 00:00:00,15,10,2021,Northeast,Delaware,Wilmington,Women's Apparel,70.0,300,210000.0,84000.0,0.4
Kohl's,1185732,2021-11-14 00:00:00,14,11,2021,Northeast,Delaware,Wilmington,Men's Street Footwear,65.0,450,292500.0,102375.0,0.35
Kohl's,1185732,2021-11-14 00:00:00,14,11,2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,55.00000000000001,325,178750.00000000003,62562.50000000001,0.35
Kohl's,1185732,2021-11-14 00:00:00,14,11,2021,Northeast,Delaware,Wilmington,Women's Street Footwear,55.00000000000001,320,176000.00000000003,70400.00000000001,0.4
Kohl's,1185732,2021-11-14 00:00:00,14,11,2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,55.00000000000001,300,165000.00000000003,66000.00000000001,0.4
Kohl's,1185732,2021-11-14 00:00:00,14,11,2021,Northeast,Delaware,Wilmington,Men's Apparel,65.0,275,178750.0,53625.0,0.3
Kohl's,1185732,2021-11-14 00:00:00,14,11,2021,Northeast,Delaware,Wilmington,Women's Apparel,70.0,375,262500.0,105000.0,0.4
Kohl's,1185732,2021-12-13 00:00:00,13,12,2021,Northeast,Delaware,Wilmington,Men's Street Footwear,65.0,600,390000.0,136500.0,0.35
Kohl's,1185732,2021-12-13 00:00:00,13,12,2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,55.00000000000001,400,220000.00000000003,77000.0,0.35
Kohl's,1185732,2021-12-13 00:00:00,13,12,2021,Northeast,Delaware,Wilmington,Women's Street Footwear,55.00000000000001,375,206250.00000000003,82500.00000000001,0.4
Kohl's,1185732,2021-12-13 00:00:00,13,12,2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,55.00000000000001,325,178750.00000000003,71500.00000000001,0.4
Kohl's,1185732,2021-12-13 00:00:00,13,12,2021,Northeast,Delaware,Wilmington,Men's Apparel,65.0,325,211250.0,63375.0,0.3
Kohl's,1185732,2021-12-13 00:00:00,13,12,2021,Northeast,Delaware,Wilmington,Women's Apparel,70.0,425,297500.0,119000.0,0.4
Kohl's,1185732,2021-01-10 00:00:00,10,1,2021,Northeast,Delaware,Wilmington,Men's Street Footwear,35.0,475,166250.0,58187.49999999999,0.35
Kohl's,1185732,2021-01-10 00:00:00,10,1,2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,35.0,275,96250.0,33687.5,0.35
Kohl's,1185732,2021-01-10 00:00:00,10,1,2021,Northeast,Delaware,Wilmington,Women's Street Footwear,25.000000000000007,275,68750.00000000001,27500.000000000007,0.4
Kohl's,1185732,2021-01-10 00:00:00,10,1,2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,30.0,125,37500.0,15000.0,0.4
Kohl's,1185732,2021-01-10 00:00:00,10,1,2021,Northeast,Delaware,Wilmington,Men's Apparel,45.0,175,78750.0,23625.0,0.3
Kohl's,1185732,2021-01-10 00:00:00,10,1,2021,Northeast,Delaware,Wilmington,Women's Apparel,35.0,275,96250.0,38500.0,0.4
Kohl's,1185732,2021-02-08 00:00:00,8,2,2021,Northeast,Delaware,Wilmington,Men's Street Footwear,35.0,525,183750.0,64312.49999999999,0.35
Kohl's,1185732,2021-02-08 00:00:00,8,2,2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,35.0,175,61250.0,21437.5,0.35
Kohl's,1185732,2021-02-08 00:00:00,8,2,2021,Northeast,Delaware,Wilmington,Women's Street Footwear,25.000000000000007,225,56250.000000000015,22500.000000000007,0.4
Kohl's,1185732,2021-02-08 00:00:00,8,2,2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,30.0,100,30000.0,12000.0,0.4
Kohl's,1185732,2021-02-08 00:00:00,8,2,2021,Northeast,New Jersey,Newark,Men's Apparel,45.0,175,78750.0,23625.0,0.3
Kohl's,1185732,2021-02-08 00:00:00,8,2,2021,Northeast,New Jersey,Newark,Women's Apparel,35.0,275,96250.0,38500.0,0.4
Kohl's,1185732,2021-03-06 00:00:00,6,3,2021,Northeast,New Jersey,Newark,Men's Street Footwear,35.0,495,173250.0,60637.49999999999,0.35
Kohl's,1185732,2021-03-06 00:00:00,6,3,2021,Northeast,New Jersey,Newark,Men's Athletic Footwear,35.0,200,70000.0,24500.0,0.35
Kohl's,1185732,2021-03-06 00:00:00,6,3,2021,Northeast,New Jersey,Newark,Women's Street Footwear,25.000000000000007,225,56250.000000000015,22500.000000000007,0.4
Kohl's,1185732,2021-03-06 00:00:00,6,3,2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,30.0,75,22500.0,9000.0,0.4
Kohl's,1185732,2021-03-06 00:00:00,6,3,2021,Northeast,New Jersey,Newark,Men's Apparel,45.0,125,56250.0,16875.0,0.3
Kohl's,1185732,2021-03-06 00:00:00,6,3,2021,Northeast,New Jersey,Newark,Women's Apparel,35.0,225,78750.0,31500.0,0.4
Kohl's,1185732,2021-04-07 00:00:00,7,4,2021,Northeast,New Jersey,Newark,Men's Street Footwear,35.0,475,166250.0,58187.49999999999,0.35
Kohl's,1185732,2021-04-07 00:00:00,7,4,2021,Northeast,New Jersey,Newark,Men's Athletic Footwear,35.0,175,61250.0,21437.5,0.35
Kohl's,1185732,2021-04-07 00:00:00,7,4,2021,Northeast,New Jersey,Newark,Women's Street Footwear,25.000000000000007,175,43750.000000000015,17500.000000000007,0.4
Kohl's,1185732,2021-04-07 00:00:00,7,4,2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,30.0,100,30000.0,12000.0,0.4
Kohl's,1185732,2021-04-07 00:00:00,7,4,2021,Northeast,New Jersey,Newark,Men's Apparel,45.0,100,45000.0,13500.0,0.3
Kohl's,1185732,2021-04-07 00:00:00,7,4,2021,Northeast,New Jersey,Newark,Women's Apparel,35.0,250,87500.0,35000.0,0.4
Kohl's,1185732,2021-05-06 00:00:00,6,5,2021,Northeast,New Jersey,Newark,Men's Street Footwear,49.99999999999999,520,260000.0,91000.0,0.35
Kohl's,1185732,2021-05-06 00:00:00,6,5,2021,Northeast,New Jersey,Newark,Men's Athletic Footwear,45.0,225,101250.0,35437.5,0.35
Kohl's,1185732,2021-05-06 00:00:00,6,5,2021,Northeast,New Jersey,Newark,Women's Street Footwear,40.0,250,100000.0,40000.0,0.4
Kohl's,1185732,2021-05-06 00:00:00,6,5,2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,40.0,200,80000.0,32000.0,0.4
Kohl's,1185732,2021-05-06 00:00:00,6,5,2021,Northeast,New Jersey,Newark,Men's Apparel,49.99999999999999,225,112500.0,33749.99999999999,0.3
Kohl's,1185732,2021-05-06 00:00:00,6,5,2021,Northeast,New Jersey,Newark,Women's Apparel,54.99999999999999,350,192500.0,76999.99999999999,0.4
Kohl's,1185732,2021-06-08 00:00:00,8,6,2021,Northeast,New Jersey,Newark,Men's Street Footwear,49.99999999999999,600,299999.99999999994,104999.99999999996,0.35
Kohl's,1185732,2021-06-08 00:00:00,8,6,2021,Northeast,New Jersey,Newark,Men's Athletic Footwear,45.0,350,157500.0,55125.0,0.35
Kohl's,1185732,2021-06-08 00:00:00,8,6,2021,Northeast,New Jersey,Newark,Women's Street Footwear,40.0,275,110000.0,44000.0,0.4
Kohl's,1185732,2021-06-08 00:00:00,8,6,2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,40.0,250,100000.0,40000.0,0.4
Kohl's,1185732,2021-06-08 00:00:00,8,6,2021,Northeast,New Jersey,Newark,Men's Apparel,49.99999999999999,250,125000.0,37499.99999999999,0.3
Kohl's,1185732,2021-06-08 00:00:00,8,6,2021,Northeast,New Jersey,Newark,Women's Apparel,54.99999999999999,400,220000.0,88000.0,0.4
Kohl's,1185732,2021-07-06 00:00:00,6,7,2021,Northeast,New Jersey,Newark,Men's Street Footwear,49.99999999999999,625,312499.99999999994,109374.99999999996,0.35
Kohl's,1185732,2021-07-06 00:00:00,6,7,2021,Northeast,New Jersey,Newark,Men's Athletic Footwear,45.0,375,168750.0,59062.49999999999,0.35
Kohl's,1185732,2021-07-06 00:00:00,6,7,2021,Northeast,New Jersey,Newark,Women's Street Footwear,40.0,300,120000.0,48000.0,0.4
Kohl's,1185732,2021-07-06 00:00:00,6,7,2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,40.0,250,100000.0,40000.0,0.4
Kohl's,1185732,2021-07-06 00:00:00,6,7,2021,Northeast,New Jersey,Newark,Men's Apparel,49.99999999999999,275,137499.99999999997,41249.99999999999,0.3
Kohl's,1185732,2021-07-06 00:00:00,6,7,2021,Northeast,New Jersey,Newark,Women's Apparel,54.99999999999999,450,247500.0,99000.0,0.4
Kohl's,1185732,2021-08-07 00:00:00,7,8,2021,Northeast,New Jersey,Newark,Men's Street Footwear,49.99999999999999,600,299999.99999999994,104999.99999999996,0.35
Kohl's,1185732,2021-08-07 00:00:00,7,8,2021,Northeast,New Jersey,Newark,Men's Athletic Footwear,45.0,375,168750.0,59062.49999999999,0.35
Kohl's,1185732,2021-08-07 00:00:00,7,8,2021,Northeast,New Jersey,Newark,Women's Street Footwear,40.0,300,120000.0,48000.0,0.4
Kohl's,1185732,2021-08-07 00:00:00,7,8,2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,40.0,200,80000.0,32000.0,0.4
Kohl's,1185732,2021-08-07 00:00:00,7,8,2021,Northeast,New Jersey,Newark,Men's Apparel,49.99999999999999,175,87499.99999999999,26250.0,0.3
Kohl's,1185732,2021-08-07 00:00:00,7,8,2021,Northeast,New Jersey,Newark,Women's Apparel,54.99999999999999,350,192500.0,76999.99999999999,0.4
Kohl's,1185732,2021-09-06 00:00:00,6,9,2021,Northeast,New Jersey,Newark,Men's Street Footwear,49.99999999999999,475,237500.0,83124.99999999999,0.35
Kohl's,1185732,2021-09-06 00:00:00,6,9,2021,Northeast,New Jersey,Newark,Men's Athletic Footwear,45.0,275,123750.0,43312.5,0.35
Kohl's,1185732,2021-09-06 00:00:00,6,9,2021,Northeast,New Jersey,Newark,Women's Street Footwear,40.0,175,70000.0,28000.0,0.4
